id,question,doc_ids
786,Who likes Strudels?,"Judi_Wion,Vincenza_Otarola"
787,Who likes Baroque Music?,"Judi_Wion,Brent_Connell"
788,Who likes Horror Movies?,"Judi_Wion,Dillie_Newett"
789,Who likes Chervil?,"Judi_Wion,Deryl_Falsey"
790,Who likes Wrenches?,"Judi_Wion,Karyn_Geyser"
791,Who likes Bleeding Hearts?,"Judi_Wion,Ninnie_Przybilla"
792,Who likes Carcassonne?,"Judi_Wion,Dejuan_Topete"
793,Who likes Bushcraft?,"Judi_Wion,Kaydence_Retuta"
794,Who likes Conga Drums?,"Judi_Wion,Arthur_Tames"
795,Who likes Tempeh?,"Judi_Wion,Vicie_Dopp"
796,Who likes Comedy Movies?,"Judi_Wion,Georgine_Armwood"
797,Who likes Synthesizers?,"Judi_Wion,Lorie_Dineen"
798,Who likes Koalas?,"Judi_Wion,Jaquez_Windt"
799,Who likes Triathlons?,"Judi_Wion,Alaina_Shabaz"
800,Who likes Solitude?,"Judi_Wion,Lea_Hatz"
801,Who likes Green Tea?,"Judi_Wion,Milo_Siddoway"
802,Who likes Penguins?,"Judi_Wion,Daphne_Nosker"
803,Who likes Sea Otters?,"Judi_Wion,Shalonda_Revelez"
804,Who likes Nurses?,"Melissa_Zanis,Dickie_Delibero"
805,Who likes Water Polo?,"Melissa_Zanis,Kallie_Pavlovski"
806,Who likes Tambourines?,"Melissa_Zanis,Juliana_Helmold"
807,Who likes Atolls?,"Melissa_Zanis,Vincenza_Otarola"
808,Who likes Leggings?,"Melissa_Zanis,Brent_Connell"
809,Who likes Crumbles?,"Melissa_Zanis,Dillie_Newett"
810,Who likes Metal Detecting?,"Melissa_Zanis,Deryl_Falsey"
811,Who likes Relaxation?,"Melissa_Zanis,Karyn_Geyser"
812,Who likes Wood Burning?,"Melissa_Zanis,Ninnie_Przybilla"
813,Who likes Okapi?,"Melissa_Zanis,Dejuan_Topete"
814,Who likes Corn Snakes?,"Melissa_Zanis,Kaydence_Retuta"
815,Who likes Thin Mints?,"Melissa_Zanis,Arthur_Tames"
816,Who likes Omelettes?,"Melissa_Zanis,Vicie_Dopp"
817,Who likes Pansies?,"Melissa_Zanis,Georgine_Armwood"
818,Who likes Gin Rummy?,"Melissa_Zanis,Lorie_Dineen"
819,Who likes Cotton Candy?,"Melissa_Zanis,Jaquez_Windt"
820,Who likes Goliath Beetles?,"Melissa_Zanis,Alaina_Shabaz"
821,Who likes Cedar Trees?,"Melissa_Zanis,Lea_Hatz"
822,Who likes Chrysanthemums?,"Melissa_Zanis,Milo_Siddoway"
823,Who likes Creme Brulee?,"Melissa_Zanis,Daphne_Nosker"
824,Who likes Fishing?,"Melissa_Zanis,Shalonda_Revelez"
825,Who likes Mandolins?,"Dickie_Delibero,Kallie_Pavlovski"
826,Who likes Goulash?,"Dickie_Delibero,Juliana_Helmold"
827,Who likes Kindness?,"Dickie_Delibero,Vincenza_Otarola"
828,Who likes Interior Design?,"Dickie_Delibero,Brent_Connell"
829,Who likes Chairs?,"Dickie_Delibero,Dillie_Newett"
830,Who likes Rubik's Cubes?,"Dickie_Delibero,Deryl_Falsey"
831,Who likes Mirrors?,"Dickie_Delibero,Karyn_Geyser"
832,Who likes Lifeguards?,"Dickie_Delibero,Ninnie_Przybilla"
833,Who likes Ash Trees?,"Dickie_Delibero,Dejuan_Topete"
834,Who likes Rye Bread?,"Dickie_Delibero,Kaydence_Retuta"
835,Who likes the Carolina Panthers?,"Dickie_Delibero,Arthur_Tames"
836,Who likes Romaine Lettuce?,"Dickie_Delibero,Vicie_Dopp"
837,Who likes Spider Plants?,"Dickie_Delibero,Georgine_Armwood"
838,Who likes Mechanics?,"Dickie_Delibero,Lorie_Dineen"
839,Who likes Hammerhead Sharks?,"Dickie_Delibero,Jaquez_Windt"
840,Who likes Visiting Aquariums?,"Dickie_Delibero,Alaina_Shabaz"
841,Who likes Beavers?,"Dickie_Delibero,Lea_Hatz"
842,Who likes Cricket?,"Dickie_Delibero,Milo_Siddoway"
843,Who likes Puffins?,"Dickie_Delibero,Daphne_Nosker"
844,Who likes Pop Art?,"Dickie_Delibero,Shalonda_Revelez"
845,Who likes Yo-yos?,"Kallie_Pavlovski,Juliana_Helmold"
846,Who likes Asafoetida?,"Kallie_Pavlovski,Vincenza_Otarola"
847,Who likes Lawn Mowers?,"Kallie_Pavlovski,Brent_Connell"
848,Who likes Echidnas?,"Kallie_Pavlovski,Dillie_Newett"
849,Who likes Lakes?,"Kallie_Pavlovski,Deryl_Falsey"
850,Who likes Wolverines?,"Kallie_Pavlovski,Karyn_Geyser"
851,Who likes Cypress Trees?,"Kallie_Pavlovski,Ninnie_Przybilla"
852,Who likes Toolboxes?,"Kallie_Pavlovski,Dejuan_Topete"
853,Who likes River Deltas?,"Kallie_Pavlovski,Kaydence_Retuta"
854,Who likes Marjoram?,"Kallie_Pavlovski,Arthur_Tames"
855,Who likes Family Movies?,"Kallie_Pavlovski,Vicie_Dopp"
856,Who likes Collaboration?,"Kallie_Pavlovski,Georgine_Armwood"
857,Who likes Fugues?,"Kallie_Pavlovski,Lorie_Dineen"
858,Who likes Poppies?,"Kallie_Pavlovski,Jaquez_Windt"
859,Who likes Envelopes?,"Kallie_Pavlovski,Alaina_Shabaz"
860,Who likes Fashion Photography?,"Kallie_Pavlovski,Lea_Hatz"
861,Who likes Lobsters?,"Kallie_Pavlovski,Milo_Siddoway"
862,Who likes Poached Eggs?,"Kallie_Pavlovski,Daphne_Nosker"
863,Who likes Secretarybirds?,"Kallie_Pavlovski,Shalonda_Revelez"
864,Who likes Black Beans?,"Juliana_Helmold,Vincenza_Otarola"
865,Who likes Software Developers?,"Juliana_Helmold,Brent_Connell"
866,Who likes Stingrays?,"Juliana_Helmold,Dillie_Newett"
867,Who likes Smartphones?,"Juliana_Helmold,Deryl_Falsey"
868,Who likes Immunology?,"Juliana_Helmold,Karyn_Geyser"
869,Who likes The Information Age?,"Juliana_Helmold,Ninnie_Przybilla"
870,Who likes Dragon's Blood Trees?,"Juliana_Helmold,Dejuan_Topete"
871,Who likes Fashion Design?,"Juliana_Helmold,Kaydence_Retuta"
872,Who likes The Aztec Empire?,"Juliana_Helmold,Arthur_Tames"
873,Who likes Fishers?,"Juliana_Helmold,Vicie_Dopp"
874,Who likes Stained Glass?,"Juliana_Helmold,Georgine_Armwood"
875,Who likes Role-Playing Video Games?,"Juliana_Helmold,Lorie_Dineen"
876,Who likes Asparagus?,"Juliana_Helmold,Jaquez_Windt"
877,Who likes Caves?,"Juliana_Helmold,Alaina_Shabaz"
878,Who likes Ladders?,"Juliana_Helmold,Lea_Hatz"
879,Who likes Persimmons?,"Juliana_Helmold,Milo_Siddoway"
880,Who likes Playfulness?,"Juliana_Helmold,Daphne_Nosker"
881,Who likes Baobab Trees?,"Juliana_Helmold,Shalonda_Revelez"
882,Who likes Fauvism?,"Vincenza_Otarola,Brent_Connell"
883,Who likes Raincoats?,"Vincenza_Otarola,Dillie_Newett"
884,Who likes Charades?,"Vincenza_Otarola,Deryl_Falsey"
885,Who likes Bass Guitars?,"Vincenza_Otarola,Karyn_Geyser"
886,Who likes The Hanseatic League?,"Vincenza_Otarola,Ninnie_Przybilla"
887,Who likes The Sound of a Babbling Brook?,"Vincenza_Otarola,Dejuan_Topete"
888,Who likes Rosemary?,"Vincenza_Otarola,Kaydence_Retuta"
889,Who likes Thyme?,"Vincenza_Otarola,Arthur_Tames"
890,Who likes Nutty Buddies?,"Vincenza_Otarola,Vicie_Dopp"
891,Who likes Malachite?,"Vincenza_Otarola,Georgine_Armwood"
892,Who likes Cubism?,"Vincenza_Otarola,Lorie_Dineen"
893,Who likes Coneflowers?,"Vincenza_Otarola,Jaquez_Windt"
894,Who likes Red Pandas?,"Vincenza_Otarola,Alaina_Shabaz"
895,Who likes Cliffs?,"Vincenza_Otarola,Lea_Hatz"
896,Who likes Scones?,"Vincenza_Otarola,Milo_Siddoway"
897,Who likes the Washington Commanders?,"Vincenza_Otarola,Daphne_Nosker"
898,Who likes the Kansas City Royals?,"Vincenza_Otarola,Shalonda_Revelez"
899,Who likes Police Procedurals?,"Brent_Connell,Dillie_Newett"
900,Who likes Angel Food Cakes?,"Brent_Connell,Deryl_Falsey"
901,Who likes The Scent of Baking Bread?,"Brent_Connell,Karyn_Geyser"
902,Who likes Apple Pies?,"Brent_Connell,Ninnie_Przybilla"
903,Who likes Affection?,"Brent_Connell,Dejuan_Topete"
904,Who likes Guppies?,"Brent_Connell,Kaydence_Retuta"
905,Who likes Star Anise?,"Brent_Connell,Arthur_Tames"
906,Who likes Citrine?,"Brent_Connell,Vicie_Dopp"
907,Who likes Historians?,"Brent_Connell,Georgine_Armwood"
908,Who likes Crepes?,"Brent_Connell,Lorie_Dineen"
909,Who likes Lychees?,"Brent_Connell,Jaquez_Windt"
910,Who likes Magic Tricks?,"Brent_Connell,Alaina_Shabaz"
911,Who likes Curries?,"Brent_Connell,Lea_Hatz"
912,Who likes the Chicago Bears?,"Brent_Connell,Milo_Siddoway"
913,Who likes Romance Literature?,"Brent_Connell,Daphne_Nosker"
914,Who likes Art Deco?,"Brent_Connell,Shalonda_Revelez"
915,Who likes Routers?,"Dillie_Newett,Deryl_Falsey"
916,Who likes Injera?,"Dillie_Newett,Karyn_Geyser"
917,Who likes Frisson?,"Dillie_Newett,Ninnie_Przybilla"
918,Who likes Plains?,"Dillie_Newett,Dejuan_Topete"
919,Who likes Arugula?,"Dillie_Newett,Kaydence_Retuta"
920,Who likes Snowshoeing?,"Dillie_Newett,Arthur_Tames"
921,Who likes Fossil Hunting?,"Dillie_Newett,Vicie_Dopp"
922,Who likes Romantic Music?,"Dillie_Newett,Georgine_Armwood"
923,Who likes Porcupines?,"Dillie_Newett,Lorie_Dineen"
924,Who likes Seitan?,"Dillie_Newett,Jaquez_Windt"
925,Who likes Food Coloring?,"Dillie_Newett,Alaina_Shabaz"
926,Who likes Jupiter?,"Dillie_Newett,Lea_Hatz"
927,Who likes Isthmuses?,"Dillie_Newett,Milo_Siddoway"
928,Who likes Spaghetti Squash?,"Dillie_Newett,Daphne_Nosker"
929,Who likes Haddock?,"Dillie_Newett,Shalonda_Revelez"
930,Who likes Salamanders?,"Deryl_Falsey,Karyn_Geyser"
931,Who likes Pointillism?,"Deryl_Falsey,Ninnie_Przybilla"
932,Who likes Oregano?,"Deryl_Falsey,Dejuan_Topete"
933,Who likes Apricots?,"Deryl_Falsey,Kaydence_Retuta"
934,Who likes Rice Noodles?,"Deryl_Falsey,Arthur_Tames"
935,Who likes Enthusiasm?,"Deryl_Falsey,Vicie_Dopp"
936,Who likes The Scent of a Campfire?,"Deryl_Falsey,Georgine_Armwood"
937,Who likes Art History?,"Deryl_Falsey,Lorie_Dineen"
938,Who likes Santa's Reindeer?,"Deryl_Falsey,Jaquez_Windt"
939,Who likes Xylophones?,"Deryl_Falsey,Alaina_Shabaz"
940,Who likes Agate?,"Deryl_Falsey,Lea_Hatz"
941,Who likes Education?,"Deryl_Falsey,Milo_Siddoway"
942,Who likes Ceviche?,"Deryl_Falsey,Daphne_Nosker"
943,Who likes Shepherd's Pies?,"Deryl_Falsey,Shalonda_Revelez"
944,Who likes Street Photography?,"Karyn_Geyser,Ninnie_Przybilla"
945,Who likes Slide Rules?,"Karyn_Geyser,Dejuan_Topete"
946,Who likes Moose?,"Karyn_Geyser,Kaydence_Retuta"
947,Who likes Mathematicians?,"Karyn_Geyser,Arthur_Tames"
948,Who likes Comets?,"Karyn_Geyser,Vicie_Dopp"
949,Who likes Batik?,"Karyn_Geyser,Georgine_Armwood"
950,Who likes Putty Knives?,"Karyn_Geyser,Lorie_Dineen"
951,Who likes Beaches?,"Karyn_Geyser,Jaquez_Windt"
952,Who likes Pothos?,"Karyn_Geyser,Alaina_Shabaz"
953,Who likes Cranberries?,"Karyn_Geyser,Lea_Hatz"
954,Who likes Pangolins?,"Karyn_Geyser,Milo_Siddoway"
955,Who likes Homesteading?,"Karyn_Geyser,Daphne_Nosker"
956,Who likes Mars?,"Karyn_Geyser,Shalonda_Revelez"
957,Who likes Pyrite?,"Ninnie_Przybilla,Dejuan_Topete"
958,Who likes Bulldog Bats?,"Ninnie_Przybilla,Kaydence_Retuta"
959,Who likes Pineapple Juice?,"Ninnie_Przybilla,Arthur_Tames"
960,Who likes Sandbox Video Games?,"Ninnie_Przybilla,Vicie_Dopp"
961,Who likes Firefighters?,"Ninnie_Przybilla,Georgine_Armwood"
962,Who likes Calisthenics?,"Ninnie_Przybilla,Lorie_Dineen"
963,Who likes Meditation?,"Ninnie_Przybilla,Jaquez_Windt"
964,Who likes Turquoise?,"Ninnie_Przybilla,Alaina_Shabaz"
965,Who likes Statistics?,"Ninnie_Przybilla,Lea_Hatz"
966,Who likes Respect?,"Ninnie_Przybilla,Milo_Siddoway"
967,Who likes Snow?,"Ninnie_Przybilla,Daphne_Nosker"
968,Who likes Sloths?,"Ninnie_Przybilla,Shalonda_Revelez"
969,Who likes Organization?,"Dejuan_Topete,Kaydence_Retuta"
970,Who likes Futurism?,"Dejuan_Topete,Arthur_Tames"
971,Who likes Gouda?,"Dejuan_Topete,Vicie_Dopp"
972,Who likes Honeydew Melons?,"Dejuan_Topete,Georgine_Armwood"
973,Who likes Nautiluses?,"Dejuan_Topete,Lorie_Dineen"
974,Who likes Card Making?,"Dejuan_Topete,Jaquez_Windt"
975,Who likes Glasswing Butterflies?,"Dejuan_Topete,Alaina_Shabaz"
976,Who likes Wild Rice?,"Dejuan_Topete,Lea_Hatz"
977,Who likes Ginkgo Trees?,"Dejuan_Topete,Milo_Siddoway"
978,Who likes Printers?,"Dejuan_Topete,Daphne_Nosker"
979,Who likes Synchronicity?,"Dejuan_Topete,Shalonda_Revelez"
980,Who likes Bee-eaters?,"Kaydence_Retuta,Arthur_Tames"
981,Who likes the Milwaukee Brewers?,"Kaydence_Retuta,Vicie_Dopp"
982,Who likes Oatmeal Creme Pies?,"Kaydence_Retuta,Georgine_Armwood"
983,Who likes Blogging?,"Kaydence_Retuta,Lorie_Dineen"
984,Who likes Hope?,"Kaydence_Retuta,Jaquez_Windt"
985,Who likes Mops?,"Kaydence_Retuta,Alaina_Shabaz"
986,Who likes Spinach?,"Kaydence_Retuta,Lea_Hatz"
987,Who likes Hornbills?,"Kaydence_Retuta,Milo_Siddoway"
988,Who likes Cannoli?,"Kaydence_Retuta,Daphne_Nosker"
989,Who likes Argentine Ants?,"Kaydence_Retuta,Shalonda_Revelez"
990,Who likes Agriculture Science?,"Arthur_Tames,Vicie_Dopp"
991,Who likes Soy Sauce?,"Arthur_Tames,Georgine_Armwood"
992,Who likes Longboarding?,"Arthur_Tames,Lorie_Dineen"
993,Who likes Barbers?,"Arthur_Tames,Jaquez_Windt"
994,Who likes Potter Wasps?,"Arthur_Tames,Alaina_Shabaz"
995,Who likes Cream Puffs?,"Arthur_Tames,Lea_Hatz"
996,Who likes Conceptual Art?,"Arthur_Tames,Milo_Siddoway"
997,Who likes the New York Mets?,"Arthur_Tames,Daphne_Nosker"
998,Who likes Blues Music?,"Arthur_Tames,Shalonda_Revelez"
999,Who likes Horses?,"Vicie_Dopp,Georgine_Armwood"
